Módulo de Análise: Origem de Dados da Coleta;;;;;;;;;
Data de solicitação 06/01/2020;;;;;;;;;
Período Solicitado de 01/12/2019 até 31/12/2019;;;;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Ativa G (kWh);Reativa C (kVArh);Reativa G (kVArh);Qualidade;Origem
BARBOSA 1;SPSIBAENTR101 (L);06/12/2019;17;138,936;0;23,058;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);06/12/2019;18;118,65;0;10,08;1,218;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);06/12/2019;19;138,558;0;23,226;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);06/12/2019;20;134,064;0;22,134;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);06/12/2019;21;134,82;0;22,302;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);06/12/2019;22;128,604;0;21,378;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);06/12/2019;23;125,412;0;18,858;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);06/12/2019;24;118,902;0;19,656;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;1;115,164;0;18,942;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;2;117,474;0;17,094;0,336;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;3;116,214;0;18,27;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;4;111,3;0;17,262;0,336;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;5;112,812;0;17,514;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;6;101,262;0;8,358;2,058;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;7;130,242;0;24,738;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;8;133,896;0;25,494;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;9;133,476;0;22,26;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;10;130,746;0;22,134;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;11;132,93;0;22,932;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;12;137,508;0;21,168;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;13;149,268;0;23,856;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;14;149,94;0;21,294;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;15;151,956;0;26,796;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;16;144,06;0;25,746;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;17;139,944;0;23,604;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;18;118,398;0;10,92;2,142;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;19;138,558;0;22,47;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;20;136,92;0;25,326;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;21;134,862;0;9,198;2,436;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;22;130,83;0;7,686;2,058;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;23;111,636;0;4,62;4,494;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);07/12/2019;24;105,756;0;18,774;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;1;88,242;0;17,598;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;2;90,552;0;15,498;0,336;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;3;89,46;0;17,178;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;4;85,092;0;16,002;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;5;85,218;0;16,17;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;6;70,056;0;6,762;2,856;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;7;120,036;0;19,11;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;8;126,21;0;21,126;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;9;127,428;0;19,11;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;10;129,57;0;20,832;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;11;132,048;0;19,866;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;12;138,642;0;20,958;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;13;136,08;0;20,706;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;14;141,666;0;21,336;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;15;140,532;0;22,344;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;16;137,76;0;22,302;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;17;137,172;0;20,622;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;18;120,204;0;9,954;2,016;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;19;139,356;0;23,604;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;20;140,364;0;23,52;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;21;138,852;0;21,462;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;22;130,83;0;19,068;0,336;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;23;123,732;0;17,346;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);08/12/2019;24;93,492;0;18,984;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;1;87,948;0;16,8;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;2;94,458;0;17,514;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;3;89,628;0;16,086;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;4;86,436;0;16,338;0,336;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;5;86,352;0;15,12;0,42;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;6;94,038;0;7,098;3,78;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;7;125,034;0;19,53;0,42;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;8;126,21;0;18,27;0,378;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;9;125,832;0;19,992;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;10;132,72;0;26,46;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;11;137,256;0;28,266;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;12;141,414;0;26,292;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;13;141,498;0;24,36;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;14;145,656;0;24,528;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;15;147,168;0;20,748;0,63;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;16;141,54;0;14,574;1,05;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;17;141,624;0;12,684;1,176;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;18;121,254;0;5,208;9,45;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;19;138,348;0;11,382;1,764;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;20;135,912;0;10,71;1,638;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;21;134,484;0;8,946;1,974;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;22;128,058;0;7,266;2,1;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;23;125,748;0;7,224;1,932;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);09/12/2019;24;116,046;0;7,602;1,974;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;1;112,392;0;6,3;2,814;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;2;117,432;0;6,048;2,478;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;3;115,038;0;6,636;2,478;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;4;111,006;0;5,586;2,856;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;5;111,972;0;6,174;2,478;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;6;98,07;0;3,066;12,684;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;7;127,596;0;8,946;1,974;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;8;131,04;0;10,5;1,638;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;9;139,65;0;13,44;1,68;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;10;139,398;0;9,996;1,47;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;11;143,85;0;15,498;0,966;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;12;144,354;0;10,164;1,554;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;13;144,06;0;10,668;1,68;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;14;148,302;0;11,634;1,26;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;15;147,21;0;15,708;1,428;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;16;139,65;0;10,5;1,554;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;17;137,424;0;8,778;1,47;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;18;115,794;0;4,368;11,13;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;19;137,844;0;15,036;0,798;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;20;133,98;0;19,95;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;21;134,232;0;19,278;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;22;126,546;0;18,48;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;23;122,094;0;17,514;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);10/12/2019;24;115,206;0;18,942;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;1;112,434;0;17,178;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;2;116,298;0;16,38;0,42;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;3;113,82;0;16,254;0,336;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;4;110,628;0;16,674;0,378;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;5;110,922;0;16,422;0,336;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;6;95,844;0;7,518;4,116;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;7;129,066;0;21,378;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;8;133,056;0;22,344;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;9;135,786;0;21,63;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;10;131,376;0;20,412;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;11;138,054;0;22,428;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;12;145,11;0;22,512;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;13;149,604;0;23,1;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;14;152,838;0;23,604;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;15;155,862;0;26,586;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;16;152,292;0;27,594;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;17;147,504;0;27,762;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;18;127,428;0;13,188;0,462;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;19;146,034;0;24,612;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;20;142,59;0;25,578;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;21;137,088;0;22,764;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;22;129,822;0;21,924;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;23;119,784;0;20,034;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);11/12/2019;24;95,802;0;21,672;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;1;94,542;0;20,37;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;2;97,944;0;19,698;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;3;95,76;0;20,496;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;4;92,4;0;19,404;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;5;91,35;0;18,69;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;6;78,036;0;8,526;1,428;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;7;115,878;0;23,604;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;8;129,192;0;23,73;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;9;134,106;0;22,134;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;10;136,374;0;24,36;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;11;146,16;0;25,032;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;12;155,61;0;25,956;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;13;156,408;0;27,258;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;14;152,376;0;23,646;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;15;159,054;0;26,796;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;16;150,234;0;24,696;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;17;147,252;0;24,528;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;18;124,614;0;12,684;0,588;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;19;148,554;0;26,25;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;20;139,566;0;22,344;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;21;139,062;0;22,428;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;22;136,962;0;23,058;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;23;130,368;0;21,252;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);12/12/2019;24;119,196;0;21,462;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;1;117,264;0;20,454;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;2;120,54;0;19,278;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;3;116,676;0;18,564;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;4;114,072;0;19,026;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;5;113,652;0;18,354;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;6;97,398;0;8,316;2,562;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;7;129,948;0;22,596;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;8;138,306;0;24,024;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;9;149,184;0;26,712;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;10;148,134;0;25,704;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;11;145,404;0;23,142;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;12;149,31;0;23,73;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;13;147,588;0;23,898;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;14;147,294;0;24,318;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;15;148,302;0;25,62;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;16;142,044;0;24,78;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;17;144,732;0;24,024;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;18;127,218;0;13,818;1,47;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;19;144,228;0;24,276;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;20;139,272;0;24,486;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;21;140,742;0;22,134;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;22;138,264;0;21,84;0,168;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;23;128,604;0;18,48;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);13/12/2019;24;123,438;0;18,984;0,294;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;1;118,23;0;18,522;0,21;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;2;118,818;0;16,842;0,42;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;3;115,206;0;16,38;0,336;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;4;112,98;0;16,506;0,336;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;5;113,526;0;16,17;0,378;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;6;101,892;0;8,022;3,234;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;7;135,786;0;25,116;0,252;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;8;142,086;0;24,906;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;9;145,026;0;25,662;0,084;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;10;144,144;0;30,324;0,126;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;11;149,73;0;27,132;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;12;155,694;0;27,678;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;13;154,182;0;27,51;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;14;158,676;0;28,392;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;15;159,516;0;34,398;0,042;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;16;152,376;0;16,674;0,462;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;17;145,74;0;13,104;0,924;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;18;128,898;0;7,098;7,35;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;19;147,042;0;14,196;0,966;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;20;143,43;0;11,97;1,05;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;21;140,532;0;10,374;1,344;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;22;134,904;0;9,324;1,512;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;23;128,436;0;8,19;1,89;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);14/12/2019;24;95,886;0;9,954;1,386;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;1;94,038;0;8,988;1,806;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;2;98,784;0;9,03;1,764;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;3;94,416;0;8,232;1,806;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;4;90,888;0;7,98;1,932;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;5;90,09;0;7,56;1,974;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;6;75,264;0;4,158;10,836;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;7;117,054;0;10,122;1,554;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;8;133,812;0;9,618;1,428;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;9;141,414;0;11,382;1,134;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;10;141,918;0;11,424;1,386;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;11;152,04;0;12,264;0,714;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;12;153,3;0;12,18;0,756;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;13;152,88;0;12,138;0,924;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;14;161,322;0;14,322;0,42;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;15;156,03;0;14,868;0,756;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;16;153,426;0;15,624;0,378;Completo;COLETA DIÁRIA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;17;147,546;0;12,18;0,714;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;18;127,008;0;6,636;8,778;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;19;148,512;0;13,23;0,378;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;20;143,346;0;12,474;1,134;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;21;146,076;0;11,13;1,344;Completo;INSPEÇÃO LÓGICA
BARBOSA 1;SPSIBAENTR101 (L);15/12/2019;22;146,412;0;11,466;1,134;Completo;INSPEÇÃO LÓGICA
